timestamp,frame,mouse_x,mouse_y,mouse_speed,mouse_is_moving,active_motion_time,stim_A_x,stim_A_y,stim_B_x,stim_B_y,evidence,overall_trial_num,trial_in_block,phase,n_shapes,target,prop_used,block_num,control_condition,participant,session,age,gender,handedness
0.0033927997574210167,1,47.0,-7.0,0.9055163384980656,True,9.599979966878891e-05,-303.0862288503593,-3.4038915445211018,308.0247798824609,-6.138290948187605,1.200565064650217,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.07247520005330443,2,47.0,-7.0,3.1599545805459184,True,0.07111969962716103,-306.99542392633026,-8.109861192107967,316.5226546380242,-12.982141633773562,4.037424073796125,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.07885239971801639,3,63.0,-109.0,6.846872565721929,True,0.07761949999257922,-311.21033219462106,-13.777525902574322,323.059397245543,-19.93164858591667,6.301029571906634,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.10171219985932112,4,59.0,-118.0,13.443684491402474,True,0.1004182999022305,-315.88136402168766,-21.749157699890457,327.31283939312175,-26.42027208923186,6.738621916294897,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.11876709992066026,5,41.0,-162.0,20.0,True,0.1174378995783627,-320.4362749438259,-31.058888316089487,329.7994294525979,-32.069481055756114,5.848429876581049,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.13476959988474846,6,23.0,-198.0,20.0,True,0.13349989987909794,-324.3424484170708,-41.42712010090443,331.0308978300461,-36.89331163440294,2.706290564458669,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.1511154999025166,7,5.0,-232.0,20.0,True,0.14984399965032935,-326.72494236487415,-51.108858219241085,331.232064304061,-41.03507219782641,0.6730944659189575,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.1678881999105215,8,-24.0,-276.0,20.0,True,0.16657139966264367,-327.90011746855595,-61.37569655558972,330.6131375034935,-45.35995932570608,-0.007178487819801127,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.18432339979335666,9,-60.0,-321.0,20.0,True,0.18311799969524145,-328.31057141147613,-72.42710129504968,329.3304895785009,-50.38014850785322,0.42757757485496706,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
0.20219739992171526,10,-114.0,-379.0,20.0,True,0.20096209971234202,-327.4864097942049,-84.49112063078691,327.36340159894684,-55.58243192153154,1.8928622341259338,1,1,calibration,2,dot,0.347354013008391,0,calibration,17,001,26,f,r
