timestamp,frame,mouse_x,mouse_y,mouse_speed,mouse_is_moving,active_motion_time,stim_A_x,stim_A_y,stim_B_x,stim_B_y,evidence,overall_trial_num,trial_in_block,phase,n_shapes,target,prop_used,block_num,control_condition,participant,session,age,gender,handedness
0.0007998000364750624,1,-39.0,45.0,1.428310649849143,True,3.070000093430281e-05,-295.12271306340807,8.926327168212088,291.5081661855677,3.381614325715436,0.7548001901073822,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.05661030003102496,2,-48.0,54.0,5.320589943092458,True,0.05577700003050268,-287.8397562294126,19.778053760102324,282.04935992792514,7.5583988827859425,3.3967056844521375,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.06290469999657944,3,-164.0,139.0,12.920450818968481,True,0.062170400051400065,-279.09587759794107,30.776379069561326,272.9291151019128,11.723782727051498,10.574104653411757,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.07995370001299307,4,-183.0,160.0,20.0,True,0.07927620003465563,-269.90857424646214,40.47460077141509,264.2073643935508,15.791769020766885,19.622428191039283,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.09679010004037991,5,-243.0,233.0,20.0,True,0.09607680002227426,-260.86717988848187,49.351660890963046,256.07818833276036,20.05829075687513,20.793111075016753,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.11305089999223128,6,-284.0,273.0,20.0,True,0.11237650003749877,-250.88280564050203,57.580561329095794,248.88921430753535,24.662363578423584,22.4616185176181,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.12961170001653954,7,-324.0,314.0,20.0,True,0.12890540005173534,-240.46542151137064,64.74371375006662,242.2530503643153,30.054586725653355,24.09532678774328,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.14628200000151992,8,-358.0,381.0,20.0,True,0.1455411000060849,-229.97173322779898,69.83259293300749,236.4089301988916,35.96563117704049,26.65778856064213,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.16344040003605187,9,-357.0,424.0,20.0,True,0.1625793999992311,-220.424815229897,72.89679731730199,231.24862680180027,42.58641090112863,28.3873559205164,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.18020120001165196,10,-357.0,424.0,20.0,True,0.17917620000662282,-210.82890605256546,74.80094431321683,226.96292976221906,49.94126033663006,29.1927543479234,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.19776040001306683,11,-357.0,424.0,20.0,True,0.19636560004437342,-201.04393511865763,76.01710160564188,223.2062035929436,57.94236669142369,29.39731038932626,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.21462560002692044,12,-357.0,424.0,20.0,True,0.21320510003715754,-191.0625669132998,76.74438320254788,219.87491544127116,66.32652092059428,29.46429704050214,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.2310371000203304,13,-357.0,424.0,20.0,True,0.22959820000687614,-179.93214496478046,77.05925707037642,217.04624921169287,74.53852634663025,29.512988568473332,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.24800150003284216,14,-357.0,424.0,20.0,True,0.2465985000017099,-167.89596320284443,77.08568529800557,214.71504292488257,83.22029450154176,29.09574917554703,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.26461770001333207,15,-357.0,424.0,17.103218325589996,True,0.2631590000237338,-155.2503619297643,76.79065158877424,212.99127788004523,92.90853603990156,24.310039500532547,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.28103459998965263,16,-357.0,424.0,10.152452986774247,True,0.27963720000116155,-143.2914099914253,75.95563425751112,212.1990263763335,104.04745463683945,14.040936933790467,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.29791259998455644,17,-357.0,424.0,5.039400055610425,True,0.2964993000496179,-131.84861724086707,74.1752294544589,212.9497538262047,115.8506505915783,6.637550455037875,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.314611200010404,18,-357.0,424.0,1.8375738715544356,True,0.3132098000496626,-121.31254540540834,70.95423351653363,217.8545435881514,127.1759605898458,1.7060790861636472,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.3309521999908611,19,-357.0,424.0,1.6453380756800435,True,0.3295630000066012,-111.90993774536146,66.43203345009474,228.94114331239476,131.33544342854563,-0.24444020281741713,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.3479714000131935,20,-357.0,424.0,2.548867219538784,True,0.34648800001014024,-103.35479298141352,60.81579905294882,242.91473227948936,130.77051785255094,-0.48453239386563496,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.3646015000413172,21,-357.0,424.0,2.9398939919208185,True,0.3631704000290483,-94.8030395664687,53.8263458718719,257.7900195869515,127.87879847294145,-0.5303107595896751,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
0.381083199987188,22,-357.0,424.0,2.884652689061979,True,0.37963020004099235,-86.09798630285553,45.966519386996175,273.31415929754826,123.48875336660313,-0.49490607952534366,1,1,calibration,2,dot,0.5981210736084265,-1,calibration,4,001,19,f,r
